pipe_id,timestamp,flow_in_lps,flow_out_lps,pressure_bar,leak_label,pipe_length_km
P036,2025-03-07 13:00:00,50.24,48.95,4.63,0,4.09
P036,2025-03-07 14:00:00,56.96,56.01,4.8,0,4.09
P036,2025-03-07 15:00:00,61.89,60.49,4.34,0,4.09
P036,2025-03-07 16:00:00,70.24,68.19,4.34,0,4.09
P036,2025-03-07 17:00:00,73.59,72.24,4.66,0,4.09
P036,2025-03-07 18:00:00,78.63,76.84,4.66,0,4.09
P036,2025-03-07 19:00:00,75.54,73.99,4.22,0,4.09
P036,2025-03-07 20:00:00,81.94,80.36,4.63,0,4.09
P036,2025-03-07 21:00:00,69.37,68.09,4.7,0,4.09
P036,2025-03-07 22:00:00,58.99,58.36,4.52,0,4.09
P036,2025-03-07 23:00:00,59.0,58.16,4.76,0,4.09
P036,2025-03-08 00:00:00,54.55,53.79,4.54,0,4.09
P036,2025-03-08 01:00:00,50.41,49.46,4.68,0,4.09
P036,2025-03-08 02:00:00,48.93,48.09,4.75,0,4.09
P036,2025-03-08 03:00:00,57.95,56.26,4.6,0,4.09
P036,2025-03-08 04:00:00,67.18,65.77,4.57,0,4.09
P036,2025-03-08 05:00:00,70.3,69.57,4.65,0,4.09
P036,2025-03-08 06:00:00,79.2,77.06,4.71,0,4.09
P036,2025-03-08 07:00:00,82.5,80.78,4.8,0,4.09
P036,2025-03-08 08:00:00,81.48,79.28,4.42,0,4.09
P036,2025-03-08 09:00:00,76.65,75.77,4.54,0,4.09
P036,2025-03-08 10:00:00,58.82,58.16,4.83,0,4.09
P036,2025-03-08 11:00:00,53.03,52.33,4.51,0,4.09
P036,2025-03-08 12:00:00,48.94,48.34,4.41,0,4.09
P036,2025-03-08 13:00:00,56.72,55.22,4.54,0,4.09
P036,2025-03-08 14:00:00,42.96,42.18,4.55,0,4.09
P036,2025-03-08 15:00:00,66.4,64.81,4.67,0,4.09
P036,2025-03-08 16:00:00,65.2,64.51,4.76,0,4.09
P036,2025-03-08 17:00:00,59.12,58.43,4.71,0,4.09
P036,2025-03-08 18:00:00,68.86,67.46,4.58,0,4.09
P036,2025-03-08 19:00:00,65.9,63.96,4.51,0,4.09
P036,2025-03-08 20:00:00,65.96,64.88,4.62,0,4.09
P036,2025-03-08 21:00:00,77.54,75.57,4.72,0,4.09
P036,2025-03-08 22:00:00,62.53,60.68,4.38,0,4.09
P036,2025-03-08 23:00:00,48.45,47.83,4.18,0,4.09
P036,2025-03-09 00:00:00,47.21,46.29,4.54,0,4.09
P036,2025-03-09 01:00:00,48.89,47.43,4.53,0,4.09
P036,2025-03-09 02:00:00,43.5,42.61,4.63,0,4.09
P036,2025-03-09 03:00:00,65.24,46.37,3.98,1,4.09
P036,2025-03-09 04:00:00,48.56,47.66,4.52,0,4.09
P036,2025-03-09 05:00:00,72.65,70.51,4.68,0,4.09
P036,2025-03-09 06:00:00,75.98,74.99,4.27,0,4.09
P036,2025-03-09 07:00:00,73.12,71.12,4.65,0,4.09
P036,2025-03-09 08:00:00,75.1,72.87,4.72,0,4.09
P036,2025-03-09 09:00:00,70.15,69.31,4.39,0,4.09
P036,2025-03-09 10:00:00,61.41,59.95,4.61,0,4.09
P036,2025-03-09 11:00:00,66.69,64.8,4.3,0,4.09
P036,2025-03-09 12:00:00,45.21,44.53,4.65,0,4.09
P036,2025-03-09 13:00:00,48.1,47.2,4.86,0,4.09
P036,2025-03-09 14:00:00,51.32,50.2,4.59,0,4.09
P036,2025-03-09 15:00:00,54.86,53.56,4.7,0,4.09
P036,2025-03-09 16:00:00,61.15,59.48,4.36,0,4.09
P036,2025-03-09 17:00:00,58.19,57.16,4.39,0,4.09
P036,2025-03-09 18:00:00,71.25,69.74,4.51,0,4.09
P036,2025-03-09 19:00:00,77.96,76.48,4.6,0,4.09
P036,2025-03-09 20:00:00,73.48,71.36,4.78,0,4.09
P036,2025-03-09 21:00:00,73.66,72.23,4.55,0,4.09
P036,2025-03-09 22:00:00,68.68,67.79,4.48,0,4.09
P036,2025-03-09 23:00:00,54.67,53.39,4.79,0,4.09
P036,2025-03-10 00:00:00,54.94,53.33,4.61,0,4.09
P036,2025-03-10 01:00:00,44.14,43.02,4.43,0,4.09
P036,2025-03-10 02:00:00,44.62,44.09,4.72,0,4.09
P036,2025-03-10 03:00:00,52.32,51.07,4.72,0,4.09
P036,2025-03-10 04:00:00,61.41,59.68,4.42,0,4.09
P036,2025-03-10 05:00:00,70.75,69.38,4.52,0,4.09
P036,2025-03-10 06:00:00,87.54,86.6,4.57,0,4.09
P036,2025-03-10 07:00:00,73.71,71.83,4.79,0,4.09
P036,2025-03-10 08:00:00,76.89,75.39,4.68,0,4.09
P036,2025-03-10 09:00:00,67.55,66.36,4.61,0,4.09
P036,2025-03-10 10:00:00,52.01,50.57,4.78,0,4.09
P036,2025-03-10 11:00:00,52.65,51.85,4.35,0,4.09
P036,2025-03-10 12:00:00,54.34,52.74,4.73,0,4.09
P036,2025-03-10 13:00:00,43.9,42.71,5.03,0,4.09
P036,2025-03-10 14:00:00,56.82,55.24,4.57,0,4.09
P036,2025-03-10 15:00:00,55.43,53.94,4.75,0,4.09
P036,2025-03-10 16:00:00,62.31,61.34,4.48,0,4.09
P036,2025-03-10 17:00:00,70.83,69.13,4.83,0,4.09
P036,2025-03-10 18:00:00,67.96,66.11,4.56,0,4.09
P036,2025-03-10 19:00:00,71.81,70.5,4.45,0,4.09
P036,2025-03-10 20:00:00,80.05,77.76,4.67,0,4.09
P036,2025-03-10 21:00:00,73.86,72.11,4.2,0,4.09
P036,2025-03-10 22:00:00,60.9,60.03,4.73,0,4.09
P036,2025-03-10 23:00:00,48.11,46.91,4.45,0,4.09
P036,2025-03-11 00:00:00,54.47,53.13,4.52,0,4.09
P036,2025-03-11 01:00:00,55.4,54.23,4.7,0,4.09
P036,2025-03-11 02:00:00,50.78,49.6,4.62,0,4.09
P036,2025-03-11 03:00:00,53.04,51.66,4.61,0,4.09
P036,2025-03-11 04:00:00,65.62,63.88,4.43,0,4.09
P036,2025-03-11 05:00:00,60.16,58.68,4.62,0,4.09
P036,2025-03-11 06:00:00,72.18,70.29,4.54,0,4.09
P036,2025-03-11 07:00:00,84.79,83.7,4.75,0,4.09
P036,2025-03-11 08:00:00,89.31,86.74,4.58,0,4.09
P036,2025-03-11 09:00:00,69.38,68.51,4.63,0,4.09
P036,2025-03-11 10:00:00,61.72,60.48,4.86,0,4.09
P036,2025-03-11 11:00:00,48.34,47.41,4.74,0,4.09
P036,2025-03-11 12:00:00,51.74,50.72,4.46,0,4.09
P036,2025-03-11 13:00:00,49.95,48.96,4.6,0,4.09
P036,2025-03-11 14:00:00,44.73,44.1,4.6,0,4.09
P036,2025-03-11 15:00:00,53.66,52.23,4.5,0,4.09
P036,2025-03-11 16:00:00,70.13,69.23,4.53,0,4.09
P036,2025-03-11 17:00:00,56.73,56.04,4.69,0,4.09
P036,2025-03-11 18:00:00,72.68,71.33,4.35,0,4.09
P036,2025-03-11 19:00:00,82.88,80.61,4.59,0,4.09
P036,2025-03-11 20:00:00,70.04,68.08,4.73,0,4.09
P036,2025-03-11 21:00:00,71.44,69.76,4.56,0,4.09
P036,2025-03-11 22:00:00,66.64,65.48,4.54,0,4.09
P036,2025-03-11 23:00:00,45.0,43.83,4.39,0,4.09
P036,2025-03-12 00:00:00,50.14,49.0,4.71,0,4.09
P036,2025-03-12 01:00:00,57.03,55.47,4.73,0,4.09
P036,2025-03-12 02:00:00,57.56,56.09,4.36,0,4.09
P036,2025-03-12 03:00:00,58.73,57.2,4.72,0,4.09
P036,2025-03-12 04:00:00,65.48,63.58,4.5,0,4.09
P036,2025-03-12 05:00:00,69.85,67.94,4.51,0,4.09
P036,2025-03-12 06:00:00,75.65,74.4,4.19,0,4.09
P036,2025-03-12 07:00:00,77.88,76.47,4.54,0,4.09
P036,2025-03-12 08:00:00,81.83,79.95,4.55,0,4.09
P036,2025-03-12 09:00:00,65.08,63.98,4.68,0,4.09
P036,2025-03-12 10:00:00,60.09,58.92,4.67,0,4.09
P036,2025-03-12 11:00:00,54.82,53.63,4.61,0,4.09
P036,2025-03-12 12:00:00,53.36,51.76,4.71,0,4.09
P036,2025-03-12 13:00:00,52.77,51.85,4.75,0,4.09
P036,2025-03-12 14:00:00,52.64,52.06,4.62,0,4.09
P036,2025-03-12 15:00:00,56.72,55.69,4.51,0,4.09
P036,2025-03-12 16:00:00,61.31,59.75,4.77,0,4.09
P036,2025-03-12 17:00:00,75.1,74.33,4.5,0,4.09
P036,2025-03-12 18:00:00,75.32,73.23,4.7,0,4.09
P036,2025-03-12 19:00:00,74.44,72.95,4.69,0,4.09
P036,2025-03-12 20:00:00,75.31,73.86,4.75,0,4.09
P036,2025-03-12 21:00:00,60.92,59.27,4.53,0,4.09
P036,2025-03-12 22:00:00,61.55,60.2,4.75,0,4.09
P036,2025-03-12 23:00:00,51.78,50.77,4.57,0,4.09
P036,2025-03-13 00:00:00,44.02,42.89,4.62,0,4.09
P036,2025-03-13 01:00:00,51.74,42.39,3.83,1,4.09
P036,2025-03-13 02:00:00,53.21,52.52,4.66,0,4.09
P036,2025-03-13 03:00:00,49.8,48.77,4.35,0,4.09
P036,2025-03-13 04:00:00,59.01,58.24,4.53,0,4.09
P036,2025-03-13 05:00:00,62.43,60.56,4.5,0,4.09
P036,2025-03-13 06:00:00,80.83,78.53,4.64,0,4.09
P036,2025-03-13 07:00:00,88.54,87.02,4.7,0,4.09
P036,2025-03-13 08:00:00,67.69,65.97,4.72,0,4.09
P036,2025-03-13 09:00:00,65.74,64.8,4.65,0,4.09
P036,2025-03-13 10:00:00,63.64,62.01,4.49,0,4.09
P036,2025-03-13 11:00:00,57.1,56.1,4.66,0,4.09
P036,2025-03-13 12:00:00,54.88,53.84,4.93,0,4.09
P036,2025-03-13 13:00:00,47.72,47.02,4.85,0,4.09
P036,2025-03-13 14:00:00,52.78,51.52,4.4,0,4.09
P036,2025-03-13 15:00:00,62.74,61.01,4.76,0,4.09
P036,2025-03-13 16:00:00,67.27,65.8,4.73,0,4.09
P036,2025-03-13 17:00:00,61.71,60.05,4.87,0,4.09
P036,2025-03-13 18:00:00,84.16,82.77,4.73,0,4.09
P036,2025-03-13 19:00:00,70.36,69.34,4.78,0,4.09
P036,2025-03-13 20:00:00,63.46,61.72,4.56,0,4.09
P036,2025-03-13 21:00:00,61.29,60.28,4.8,0,4.09
P036,2025-03-13 22:00:00,60.66,59.8,4.6,0,4.09
P036,2025-03-13 23:00:00,56.8,55.61,4.34,0,4.09
P036,2025-03-14 00:00:00,55.29,54.64,4.59,0,4.09
P036,2025-03-14 01:00:00,40.19,39.65,4.52,0,4.09
P036,2025-03-14 02:00:00,59.04,58.08,4.69,0,4.09
P036,2025-03-14 03:00:00,58.27,56.88,4.72,0,4.09
P036,2025-03-14 04:00:00,61.81,60.26,4.6,0,4.09
P036,2025-03-14 05:00:00,71.45,69.71,4.6,0,4.09
P036,2025-03-14 06:00:00,81.25,80.35,4.61,0,4.09
P036,2025-03-14 07:00:00,77.56,76.21,4.61,0,4.09
P036,2025-03-14 08:00:00,72.18,71.29,4.74,0,4.09
P036,2025-03-14 09:00:00,69.08,68.17,4.7,0,4.09
P036,2025-03-14 10:00:00,66.14,64.5,4.56,0,4.09
P036,2025-03-14 11:00:00,55.11,54.31,4.98,0,4.09
P036,2025-03-14 12:00:00,60.93,60.11,4.35,0,4.09
P036,2025-03-14 13:00:00,51.0,49.65,4.64,0,4.09
P036,2025-03-14 14:00:00,55.3,54.34,4.58,0,4.09
P036,2025-03-14 15:00:00,42.28,41.24,4.7,0,4.09
P036,2025-03-14 16:00:00,65.18,63.43,4.68,0,4.09
P036,2025-03-14 17:00:00,64.26,62.59,4.6,0,4.09
P036,2025-03-14 18:00:00,70.51,69.57,4.74,0,4.09
P036,2025-03-14 19:00:00,71.76,70.23,4.4,0,4.09
P036,2025-03-14 20:00:00,69.99,69.08,4.41,0,4.09
P036,2025-03-14 21:00:00,65.89,64.5,4.4,0,4.09
P036,2025-03-14 22:00:00,62.46,61.73,4.53,0,4.09
P036,2025-03-14 23:00:00,56.27,55.11,4.37,0,4.09
P037,2025-03-01 00:00:00,45.91,45.29,4.93,0,2.59
P037,2025-03-01 01:00:00,46.51,45.44,4.47,0,2.59
P037,2025-03-01 02:00:00,51.03,50.28,4.5,0,2.59
P037,2025-03-01 03:00:00,60.66,59.41,4.91,0,2.59
P037,2025-03-01 04:00:00,62.42,60.64,4.58,0,2.59
P037,2025-03-01 05:00:00,73.18,71.5,5.12,0,2.59
P037,2025-03-01 06:00:00,81.06,79.8,4.58,0,2.59
P037,2025-03-01 07:00:00,77.5,76.53,4.71,0,2.59
P037,2025-03-01 08:00:00,74.64,73.47,4.62,0,2.59
P037,2025-03-01 09:00:00,74.46,72.24,4.81,0,2.59
P037,2025-03-01 10:00:00,64.5,63.39,4.71,0,2.59
P037,2025-03-01 11:00:00,47.55,46.52,4.89,0,2.59
P037,2025-03-01 12:00:00,39.75,39.07,4.68,0,2.59
P037,2025-03-01 13:00:00,51.63,50.2,4.76,0,2.59
P037,2025-03-01 14:00:00,49.95,48.78,4.7,0,2.59
P037,2025-03-01 15:00:00,50.98,49.9,4.53,0,2.59
P037,2025-03-01 16:00:00,59.49,58.84,4.71,0,2.59
P037,2025-03-01 17:00:00,71.26,69.53,4.59,0,2.59
P037,2025-03-01 18:00:00,74.24,72.57,4.76,0,2.59
P037,2025-03-01 19:00:00,70.25,68.85,4.41,0,2.59
P037,2025-03-01 20:00:00,72.38,70.87,4.74,0,2.59
P037,2025-03-01 21:00:00,66.39,65.04,4.73,0,2.59
P037,2025-03-01 22:00:00,59.34,58.1,4.72,0,2.59
P037,2025-03-01 23:00:00,56.38,55.0,4.64,0,2.59
P037,2025-03-02 00:00:00,49.48,48.02,4.87,0,2.59
P037,2025-03-02 01:00:00,48.38,47.0,4.86,0,2.59
P037,2025-03-02 02:00:00,48.79,47.93,4.98,0,2.59
P037,2025-03-02 03:00:00,49.57,48.61,4.82,0,2.59
P037,2025-03-02 04:00:00,52.61,51.46,4.82,0,2.59
P037,2025-03-02 05:00:00,65.36,64.34,4.85,0,2.59
P037,2025-03-02 06:00:00,79.86,78.07,4.82,0,2.59
P037,2025-03-02 07:00:00,80.85,79.5,4.68,0,2.59
P037,2025-03-02 08:00:00,78.34,76.3,4.95,0,2.59
P037,2025-03-02 09:00:00,63.16,62.37,4.62,0,2.59
P037,2025-03-02 10:00:00,55.62,54.41,4.52,0,2.59
P037,2025-03-02 11:00:00,57.05,56.32,4.63,0,2.59
P037,2025-03-02 12:00:00,55.42,54.66,4.67,0,2.59
P037,2025-03-02 13:00:00,48.71,40.49,4.46,1,2.59
P037,2025-03-02 14:00:00,46.56,45.65,4.72,0,2.59
P037,2025-03-02 15:00:00,48.54,47.52,4.65,0,2.59
P037,2025-03-02 16:00:00,61.78,60.75,4.43,0,2.59
P037,2025-03-02 17:00:00,71.34,69.23,4.59,0,2.59
P037,2025-03-02 18:00:00,73.17,70.99,4.81,0,2.59
P037,2025-03-02 19:00:00,71.48,69.8,4.38,0,2.59
P037,2025-03-02 20:00:00,71.66,70.36,4.64,0,2.59
P037,2025-03-02 21:00:00,75.22,74.04,4.63,0,2.59
P037,2025-03-02 22:00:00,62.26,60.56,4.55,0,2.59
P037,2025-03-02 23:00:00,56.92,56.17,4.74,0,2.59
P037,2025-03-03 00:00:00,55.48,54.3,4.73,0,2.59
P037,2025-03-03 01:00:00,44.05,43.25,4.63,0,2.59
P037,2025-03-03 02:00:00,60.76,59.1,4.68,0,2.59
P037,2025-03-03 03:00:00,40.73,40.31,4.7,0,2.59
P037,2025-03-03 04:00:00,57.05,55.73,4.58,0,2.59
P037,2025-03-03 05:00:00,65.96,64.5,4.87,0,2.59
P037,2025-03-03 06:00:00,75.45,73.88,4.56,0,2.59
P037,2025-03-03 07:00:00,76.21,75.27,4.83,0,2.59
P037,2025-03-03 08:00:00,77.7,76.27,4.75,0,2.59
P037,2025-03-03 09:00:00,70.87,68.87,4.63,0,2.59
P037,2025-03-03 10:00:00,65.54,64.29,4.99,0,2.59
P037,2025-03-03 11:00:00,53.33,52.13,4.97,0,2.59
P037,2025-03-03 12:00:00,54.25,53.34,4.66,0,2.59
P037,2025-03-03 13:00:00,42.94,42.43,4.76,0,2.59
P037,2025-03-03 14:00:00,48.19,47.68,4.83,0,2.59
P037,2025-03-03 15:00:00,52.01,51.23,4.67,0,2.59
P037,2025-03-03 16:00:00,63.6,62.89,4.69,0,2.59
P037,2025-03-03 17:00:00,57.37,55.91,4.77,0,2.59
P037,2025-03-03 18:00:00,80.04,78.7,4.64,0,2.59
P037,2025-03-03 19:00:00,72.46,71.1,4.8,0,2.59
P037,2025-03-03 20:00:00,72.05,71.23,4.35,0,2.59
P037,2025-03-03 21:00:00,71.67,69.54,4.94,0,2.59
P037,2025-03-03 22:00:00,61.73,60.67,4.72,0,2.59
P037,2025-03-03 23:00:00,53.15,51.83,4.72,0,2.59
P037,2025-03-04 00:00:00,56.36,55.43,4.6,0,2.59
P037,2025-03-04 01:00:00,56.31,55.6,4.69,0,2.59
P037,2025-03-04 02:00:00,58.85,57.93,4.57,0,2.59
P037,2025-03-04 03:00:00,60.07,47.51,4.11,1,2.59
P037,2025-03-04 04:00:00,64.77,63.79,4.8,0,2.59
P037,2025-03-04 05:00:00,70.75,69.06,4.74,0,2.59
P037,2025-03-04 06:00:00,76.63,75.33,4.69,0,2.59
P037,2025-03-04 07:00:00,69.29,68.54,4.74,0,2.59
P037,2025-03-04 08:00:00,80.07,77.93,4.96,0,2.59
P037,2025-03-04 09:00:00,66.28,65.54,4.47,0,2.59
P037,2025-03-04 10:00:00,49.31,48.35,4.73,0,2.59
P037,2025-03-04 11:00:00,51.8,50.79,4.48,0,2.59
P037,2025-03-04 12:00:00,58.77,58.12,4.78,0,2.59
P037,2025-03-04 13:00:00,47.28,46.24,4.62,0,2.59
P037,2025-03-04 14:00:00,55.41,54.84,5.0,0,2.59
P037,2025-03-04 15:00:00,60.48,48.17,4.59,1,2.59
P037,2025-03-04 16:00:00,59.26,58.04,4.4,0,2.59
P037,2025-03-04 17:00:00,63.24,61.95,4.98,0,2.59
P037,2025-03-04 18:00:00,69.14,67.73,4.6,0,2.59
P037,2025-03-04 19:00:00,70.28,68.19,4.72,0,2.59
P037,2025-03-04 20:00:00,70.39,68.91,5.01,0,2.59
P037,2025-03-04 21:00:00,59.4,57.66,4.81,0,2.59
P037,2025-03-04 22:00:00,60.23,59.54,4.69,0,2.59
P037,2025-03-04 23:00:00,55.8,54.83,4.94,0,2.59
P037,2025-03-05 00:00:00,49.01,48.03,4.83,0,2.59
P037,2025-03-05 01:00:00,47.52,46.64,4.61,0,2.59
P037,2025-03-05 02:00:00,52.92,52.15,4.48,0,2.59
P037,2025-03-05 03:00:00,50.47,49.2,4.7,0,2.59
P037,2025-03-05 04:00:00,57.19,56.6,4.9,0,2.59
P037,2025-03-05 05:00:00,66.0,64.05,4.94,0,2.59
P037,2025-03-05 06:00:00,76.05,74.52,4.52,0,2.59
P037,2025-03-05 07:00:00,78.96,77.15,4.59,0,2.59
P037,2025-03-05 08:00:00,64.86,63.4,4.82,0,2.59
P037,2025-03-05 09:00:00,57.9,56.34,4.43,0,2.59
P037,2025-03-05 10:00:00,70.41,69.54,4.89,0,2.59
P037,2025-03-05 11:00:00,50.12,49.37,4.64,0,2.59
P037,2025-03-05 12:00:00,52.43,50.92,4.65,0,2.59
P037,2025-03-05 13:00:00,45.53,44.58,4.55,0,2.59
P037,2025-03-05 14:00:00,51.39,50.37,4.53,0,2.59
P037,2025-03-05 15:00:00,62.52,61.78,4.77,0,2.59
P037,2025-03-05 16:00:00,67.86,65.98,4.89,0,2.59
P037,2025-03-05 17:00:00,67.92,66.28,4.47,0,2.59
P037,2025-03-05 18:00:00,66.3,65.22,4.83,0,2.59
P037,2025-03-05 19:00:00,74.76,73.96,4.76,0,2.59
P037,2025-03-05 20:00:00,71.36,69.58,4.5,0,2.59
P037,2025-03-05 21:00:00,67.59,66.11,4.71,0,2.59
P037,2025-03-05 22:00:00,57.86,56.24,4.88,0,2.59
P037,2025-03-05 23:00:00,54.04,53.19,4.73,0,2.59
P037,2025-03-06 00:00:00,61.66,60.06,4.65,0,2.59
P037,2025-03-06 01:00:00,50.19,49.11,4.83,0,2.59
P037,2025-03-06 02:00:00,52.91,52.07,4.66,0,2.59
P037,2025-03-06 03:00:00,50.33,49.46,4.67,0,2.59
P037,2025-03-06 04:00:00,57.15,55.83,4.87,0,2.59
P037,2025-03-06 05:00:00,71.42,69.82,4.6,0,2.59
P037,2025-03-06 06:00:00,79.2,77.76,4.62,0,2.59
P037,2025-03-06 07:00:00,63.95,62.5,4.82,0,2.59
P037,2025-03-06 08:00:00,85.37,83.93,4.68,0,2.59
P037,2025-03-06 09:00:00,65.8,64.9,4.97,0,2.59
P037,2025-03-06 10:00:00,56.75,55.88,4.82,0,2.59
P037,2025-03-06 11:00:00,55.52,54.11,4.8,0,2.59
P037,2025-03-06 12:00:00,48.62,47.84,4.68,0,2.59
P037,2025-03-06 13:00:00,52.85,51.93,4.65,0,2.59
P037,2025-03-06 14:00:00,54.47,53.03,4.78,0,2.59
P037,2025-03-06 15:00:00,55.12,53.97,4.78,0,2.59
P037,2025-03-06 16:00:00,58.69,57.4,4.7,0,2.59
P037,2025-03-06 17:00:00,61.46,60.38,4.7,0,2.59
P037,2025-03-06 18:00:00,64.61,63.43,4.97,0,2.59
P037,2025-03-06 19:00:00,72.0,71.22,4.63,0,2.59
P037,2025-03-06 20:00:00,67.42,65.85,4.68,0,2.59
P037,2025-03-06 21:00:00,74.02,72.62,4.93,0,2.59
P037,2025-03-06 22:00:00,52.12,51.57,4.82,0,2.59
P037,2025-03-06 23:00:00,52.42,50.98,5.1,0,2.59
P037,2025-03-07 00:00:00,55.49,53.86,4.59,0,2.59
P037,2025-03-07 01:00:00,46.11,45.2,4.97,0,2.59
P037,2025-03-07 02:00:00,54.72,54.0,4.81,0,2.59
P037,2025-03-07 03:00:00,47.6,46.62,4.6,0,2.59
P037,2025-03-07 04:00:00,56.45,55.68,4.83,0,2.59
P037,2025-03-07 05:00:00,65.1,63.68,4.53,0,2.59
P037,2025-03-07 06:00:00,79.51,78.66,4.66,0,2.59
P037,2025-03-07 07:00:00,72.93,71.2,4.88,0,2.59
P037,2025-03-07 08:00:00,76.54,75.75,4.61,0,2.59
P037,2025-03-07 09:00:00,69.68,68.64,4.6,0,2.59
P037,2025-03-07 10:00:00,56.26,55.44,4.63,0,2.59
P037,2025-03-07 11:00:00,53.88,52.69,4.83,0,2.59
P037,2025-03-07 12:00:00,41.92,40.7,4.71,0,2.59
P037,2025-03-07 13:00:00,54.59,53.34,4.59,0,2.59
P037,2025-03-07 14:00:00,54.66,53.55,4.88,0,2.59
P037,2025-03-07 15:00:00,59.43,58.0,4.57,0,2.59
P037,2025-03-07 16:00:00,72.43,70.75,4.68,0,2.59
P037,2025-03-07 17:00:00,65.7,64.56,4.47,0,2.59
P037,2025-03-07 18:00:00,76.54,74.36,4.78,0,2.59
P037,2025-03-07 19:00:00,77.87,76.74,4.89,0,2.59
P037,2025-03-07 20:00:00,67.51,66.09,4.89,0,2.59
P037,2025-03-07 21:00:00,68.72,66.87,4.9,0,2.59
P037,2025-03-07 22:00:00,65.42,63.54,4.5,0,2.59
P037,2025-03-07 23:00:00,56.5,55.64,4.79,0,2.59
P037,2025-03-08 00:00:00,47.74,46.41,4.79,0,2.59
P037,2025-03-08 01:00:00,45.65,45.02,4.76,0,2.59
P037,2025-03-08 02:00:00,44.39,43.84,4.86,0,2.59
P037,2025-03-08 03:00:00,51.83,50.59,4.81,0,2.59
P037,2025-03-08 04:00:00,62.32,61.63,4.87,0,2.59
P037,2025-03-08 05:00:00,68.87,67.54,4.83,0,2.59
P037,2025-03-08 06:00:00,74.47,73.04,5.06,0,2.59
P037,2025-03-08 07:00:00,76.08,75.03,4.68,0,2.59
P037,2025-03-08 08:00:00,86.58,84.09,4.75,0,2.59
P037,2025-03-08 09:00:00,73.28,71.24,4.78,0,2.59
P037,2025-03-08 10:00:00,58.93,57.94,4.7,0,2.59
P037,2025-03-08 11:00:00,61.85,60.23,4.71,0,2.59
P037,2025-03-08 12:00:00,54.3,53.17,4.86,0,2.59
P037,2025-03-08 13:00:00,57.46,55.8,5.08,0,2.59
P037,2025-03-08 14:00:00,57.98,56.46,4.78,0,2.59
P037,2025-03-08 15:00:00,44.86,44.17,4.57,0,2.59
P037,2025-03-08 16:00:00,58.09,57.22,4.8,0,2.59
P037,2025-03-08 17:00:00,59.37,47.83,3.91,1,2.59
P037,2025-03-08 18:00:00,69.06,67.09,4.96,0,2.59
P037,2025-03-08 19:00:00,77.33,75.26,4.72,0,2.59
P037,2025-03-08 20:00:00,80.8,79.54,4.76,0,2.59
P037,2025-03-08 21:00:00,59.25,58.19,4.62,0,2.59
P037,2025-03-08 22:00:00,59.11,57.53,4.78,0,2.59
P037,2025-03-08 23:00:00,52.26,51.28,4.53,0,2.59
P037,2025-03-09 00:00:00,56.08,55.07,4.8,0,2.59
P037,2025-03-09 01:00:00,54.66,53.34,4.7,0,2.59
P037,2025-03-09 02:00:00,47.51,46.68,4.62,0,2.59
P037,2025-03-09 03:00:00,54.69,53.87,4.72,0,2.59
P037,2025-03-09 04:00:00,59.32,58.4,4.53,0,2.59
P037,2025-03-09 05:00:00,67.85,66.64,4.8,0,2.59
P037,2025-03-09 06:00:00,87.83,86.42,4.73,0,2.59
P037,2025-03-09 07:00:00,80.84,78.76,4.5,0,2.59
P037,2025-03-09 08:00:00,64.0,63.27,4.81,0,2.59
P037,2025-03-09 09:00:00,70.18,68.96,4.5,0,2.59
P037,2025-03-09 10:00:00,69.24,67.46,4.78,0,2.59
P037,2025-03-09 11:00:00,61.56,60.31,4.76,0,2.59
P037,2025-03-09 12:00:00,41.56,40.78,4.78,0,2.59
P037,2025-03-09 13:00:00,47.12,46.24,4.67,0,2.59
P037,2025-03-09 14:00:00,48.41,47.19,4.54,0,2.59
P037,2025-03-09 15:00:00,57.8,56.58,4.86,0,2.59
P037,2025-03-09 16:00:00,59.1,57.61,4.7,0,2.59
P037,2025-03-09 17:00:00,67.23,65.28,5.0,0,2.59
P037,2025-03-09 18:00:00,70.27,69.16,4.76,0,2.59
P037,2025-03-09 19:00:00,68.21,66.25,4.5,0,2.59
P037,2025-03-09 20:00:00,68.4,67.25,5.01,0,2.59
P037,2025-03-09 21:00:00,59.14,58.09,4.71,0,2.59
P037,2025-03-09 22:00:00,58.2,57.61,4.72,0,2.59
P037,2025-03-09 23:00:00,60.56,59.34,5.01,0,2.59
P037,2025-03-10 00:00:00,50.92,50.16,4.76,0,2.59
P037,2025-03-10 01:00:00,45.22,44.02,4.44,0,2.59
P037,2025-03-10 02:00:00,55.69,54.97,4.78,0,2.59
P037,2025-03-10 03:00:00,49.79,48.44,4.98,0,2.59
P037,2025-03-10 04:00:00,56.21,54.99,4.97,0,2.59
P037,2025-03-10 05:00:00,70.21,69.47,4.66,0,2.59
P037,2025-03-10 06:00:00,69.95,68.84,4.75,0,2.59
P037,2025-03-10 07:00:00,70.93,69.53,4.77,0,2.59
P037,2025-03-10 08:00:00,80.19,78.48,4.51,0,2.59
P037,2025-03-10 09:00:00,54.73,53.35,4.73,0,2.59
P037,2025-03-10 10:00:00,57.06,55.86,4.96,0,2.59
P037,2025-03-10 11:00:00,50.41,49.17,4.75,0,2.59
P037,2025-03-10 12:00:00,39.63,39.03,4.52,0,2.59
P037,2025-03-10 13:00:00,52.67,51.34,4.86,0,2.59
P037,2025-03-10 14:00:00,49.67,48.74,4.53,0,2.59
